Longitude (x),Latitude (y),STATION_NAME,ID,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,Data Quality,MAX_TEMPERATURE,Max Temp Flag,MIN_TEMPERATURE,Min Temp Flag,MEAN_TEMPERATURE,Mean Temp Flag,HEATING_DEGREE_DAYS,Heat Deg Days Flag,COOLING_DEGREE_DAYS,Cool Deg Days Flag,TOTAL_RAIN,Total Rain Flag,TOTAL_SNOW,Total Snow Flag,TOTAL_PRECIPITATION,Total Precip Flag,SNOW_ON_GROUND,Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.88,43.92,OSHAWA,6155875,2015-03-26,2015,03,26,,3.8,,0,,1.9,,16.1,,0,,,M,,M,0.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-27,2015,03,27,,0.6,,-7.6,,-3.5,,21.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-28,2015,03,28,,-1,,-11.4,,-6.2,,24.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-29,2015,03,29,,3.8,,-11.8,,-4,,22,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-30,2015,03,30,,7.4,,-2,,2.7,,15.3,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-31,2015,03,31,,4.7,,-5.1,,-0.2,,18.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-01,2015,04,01,,5.1,,-5.1,,0,,18,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-02,2015,04,02,,13.1,,0.2,,6.7,,11.3,,0,,,M,,M,2.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-03,2015,04,03,,11.5,,-1.6,,5,,13,,0,,,M,,M,3.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-04,2015,04,04,,5,,-1.2,,1.9,,16.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-05,2015,04,05,,2.7,,-4.7,,-1,,19,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-06,2015,04,06,,9.4,,-2,,3.7,,14.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-07,2015,04,07,,8.3,,-0.8,,3.8,,14.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-08,2015,04,08,,3.8,,1.2,,2.5,,15.5,,0,,,M,,M,9.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-09,2015,04,09,,8.1,,1.2,,4.7,,13.3,,0,,,M,,M,12,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-10,2015,04,10,,15.8,,3.6,,9.7,,8.3,,0,,,M,,M,1.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-11,2015,04,11,,10.6,,-2.7,,4,,14,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-12,2015,04,12,,16.1,,-3.4,,6.4,,11.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-13,2015,04,13,,18.8,,-0.4,,9.2,,8.8,,0,,,M,,M,4.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-14,2015,04,14,,16.8,,-1.8,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-15,2015,04,15,,15.2,,1,,8.1,,9.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-16,2015,04,16,,16.6,,2.7,,9.7,,8.3,,0,,,M,,M,2,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-17,2015,04,17,,18,,5.7,,11.9,,6.1,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-18,2015,04,18,,18.1,,2.1,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-19,2015,04,19,,13.3,,2,,7.7,,10.3,,0,,,M,,M,2.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-20,2015,04,20,,13.2,,4.8,,9,,9,,0,,,M,,M,35.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-21,2015,04,21,,8.9,,1.4,,5.2,,12.8,,0,,,M,,M,3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-22,2015,04,22,,7.3,,-0.8,,3.3,,14.7,,0,,,M,,M,2.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-23,2015,04,23,,2.7,,-1.5,,0.6,,17.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-24,2015,04,24,,6.2,,-1.2,,2.5,,15.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-25,2015,04,25,,10.7,,-3.3,,3.7,,14.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-26,2015,04,26,,12.2,,3.8,,8,,10,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-27,2015,04,27,,14.3,,4.5,,9.4,,8.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-28,2015,04,28,,19,,5.4,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-29,2015,04,29,,19.1,,6.2,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-04-30,2015,04,30,,17,,5.1,,11.1,,6.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-01,2015,05,01,,20.3,,4.9,,12.6,,5.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-02,2015,05,02,,21.1,,8.3,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-03,2015,05,03,,23.1,,6.4,,14.8,,3.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-04,2015,05,04,,20.4,,6.6,,13.5,,4.5,,0,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-05,2015,05,05,,17.2,,4.5,,10.9,,7.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-06,2015,05,06,,22,,4.2,,13.1,,4.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-07,2015,05,07,,22.9,,5.7,,14.3,,3.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-08,2015,05,08,,26.3,,9.5,,17.9,,0.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-09,2015,05,09,,26.6,,13.2,,19.9,,0,,1.9,,,M,,M,2,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-10,2015,05,10,,25.8,,14.7,,20.3,,0,,2.3,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-11,2015,05,11,,20.2,,13.5,,16.9,,1.1,,0,,,M,,M,10.9,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-12,2015,05,12,,17.5,,7.9,,12.7,,5.3,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-13,2015,05,13,,14.7,,6.3,,10.5,,7.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-14,2015,05,14,,17.1,,4.6,,10.9,,7.1,,0,,,M,,M,1.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-15,2015,05,15,,16.2,,6.1,,11.2,,6.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-16,2015,05,16,,22.8,,11.9,,17.4,,0.6,,0,,,M,,M,0,,,,35,,41,
-78.88,43.92,OSHAWA,6155875,2015-05-17,2015,05,17,,22.5,,11.2,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-18,2015,05,18,,25.9,,14,,20,,0,,2,,,M,,M,0,,,,21,,33,
-78.88,43.92,OSHAWA,6155875,2015-05-19,2015,05,19,,17.9,,3.5,,10.7,,7.3,,0,,,M,,M,0,,,,30,,46,
-78.88,43.92,OSHAWA,6155875,2015-05-20,2015,05,20,,15.4,,3.3,,9.4,,8.6,,0,,,M,,M,0,,,,31,,43,
-78.88,43.92,OSHAWA,6155875,2015-05-21,2015,05,21,,17.5,,6.5,,12,,6,,0,,,M,,M,0,,,,21,,41,
-78.88,43.92,OSHAWA,6155875,2015-05-22,2015,05,22,,14.4,,-0.6,,6.9,,11.1,,0,,,M,,M,0,,,,30,,59,
-78.88,43.92,OSHAWA,6155875,2015-05-23,2015,05,23,,17,,-2,,7.5,,10.5,,0,,,M,,M,0,,,,20,,44,
-78.88,43.92,OSHAWA,6155875,2015-05-24,2015,05,24,,24.3,,3.6,,14,,4,,0,,,M,,M,0,,,,20,,33,
-78.88,43.92,OSHAWA,6155875,2015-05-25,2015,05,25,,23.1,,14.4,,18.8,,0,,0.8,,,M,,M,0.8,,,,23,,35,
-78.88,43.92,OSHAWA,6155875,2015-05-26,2015,05,26,,26.3,,13.2,,19.8,,0,,1.8,,,M,,M,0,,,,21,,43,
-78.88,43.92,OSHAWA,6155875,2015-05-27,2015,05,27,,24.7,,13.5,,19.1,,0,,1.1,,,M,,M,0,,,,20,,54,
-78.88,43.92,OSHAWA,6155875,2015-05-28,2015,05,28,,,M,13.5,E,,M,,M,,M,,M,,M,0,,,,32,,43,
-78.88,43.92,OSHAWA,6155875,2015-05-29,2015,05,29,,24.7,,10.6,,17.7,,0.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-05-30,2015,05,30,,25.9,,11.5,,18.7,,0,,0.7,,,M,,M,32.8,,,,29,,48,
-78.88,43.92,OSHAWA,6155875,2015-05-31,2015,05,31,,11.4,,7.4,,9.4,,8.6,,0,,,M,,M,16.3,,,,36,,44,
-78.88,43.92,OSHAWA,6155875,2015-06-01,2015,06,01,,15.7,,6.7,,11.2,,6.8,,0,,,M,,M,0,,,,4,,32,
-78.88,43.92,OSHAWA,6155875,2015-06-02,2015,06,02,,15.9,,5.6,,10.8,,7.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-03,2015,06,03,,20,,5.2,,12.6,,5.4,,0,,,M,,M,0,,,,10,,33,
-78.88,43.92,OSHAWA,6155875,2015-06-04,2015,06,04,,21.2,,10.6,,15.9,,2.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-05,2015,06,05,,21.8,,12.4,,17.1,,0.9,,0,,,M,,M,2.6,,,,1,,39,
-78.88,43.92,OSHAWA,6155875,2015-06-06,2015,06,06,,16.2,,6.4,,11.3,,6.7,,0,,,M,,M,0,,,,36,,39,
-78.88,43.92,OSHAWA,6155875,2015-06-07,2015,06,07,,21.5,,4.7,,13.1,,4.9,,0,,,M,,M,2.5,,,,12,,35,
-78.88,43.92,OSHAWA,6155875,2015-06-08,2015,06,08,,22,,15.9,,19,,0,,1,,,M,,M,34.6,,,,21,,33,
-78.88,43.92,OSHAWA,6155875,2015-06-09,2015,06,09,,23.5,,11.3,,17.4,,0.6,,0,,,M,,M,0.3,,,,32,,41,
-78.88,43.92,OSHAWA,6155875,2015-06-10,2015,06,10,,23.1,,8.8,,16,,2,,0,,,M,,M,9.9,,,,35,,44,
-78.88,43.92,OSHAWA,6155875,2015-06-11,2015,06,11,,22.9,,11.4,,17.2,,0.8,,0,,,M,,M,0,,,,20,,35,
-78.88,43.92,OSHAWA,6155875,2015-06-12,2015,06,12,,18.8,,13.9,,16.4,,1.6,,0,,,M,,M,20.7,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-13,2015,06,13,,22.7,,11.6,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-14,2015,06,14,,21.7,,12.8,,17.3,,0.7,,0,,,M,,M,5.8,,,,11,,33,
-78.88,43.92,OSHAWA,6155875,2015-06-15,2015,06,15,,25.1,,17.1,,21.1,,0,,3.1,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-16,2015,06,16,,26.1,,15.6,,20.9,,0,,2.9,,,M,,M,4.8,,,,32,,52,
-78.88,43.92,OSHAWA,6155875,2015-06-17,2015,06,17,,21.8,,13,,17.4,,0.6,,0,,,M,,M,0,,,,10,,39,
-78.88,43.92,OSHAWA,6155875,2015-06-18,2015,06,18,,25.3,,11.5,,18.4,,0,,0.4,,,M,,M,2,,,,34,,35,
-78.88,43.92,OSHAWA,6155875,2015-06-19,2015,06,19,,19.9,,8.8,,14.4,,3.6,,0,,,M,,M,0,,,,1,,32,
-78.88,43.92,OSHAWA,6155875,2015-06-20,2015,06,20,,23.5,,7.2,,15.4,,2.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-21,2015,06,21,,28,,14.5,,21.3,,0,,3.3,,,M,,M,0,,,,30,,48,
-78.88,43.92,OSHAWA,6155875,2015-06-22,2015,06,22,,25.9,,13.1,,19.5,,0,,1.5,,,M,,M,43.8,,,,16,,33,
-78.88,43.92,OSHAWA,6155875,2015-06-23,2015,06,23,,25.6,,14.3,,20,,0,,2,,,M,,M,6.4,,,,30,,57,
-78.88,43.92,OSHAWA,6155875,2015-06-24,2015,06,24,,23.5,,13.4,,18.5,,0,,0.5,,,M,,M,0,,,,22,,32,
-78.88,43.92,OSHAWA,6155875,2015-06-25,2015,06,25,,20.7,,12.9,,16.8,,1.2,,0,,,M,,M,1.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-06-26,2015,06,26,,23.4,,12.4,,17.9,,0.1,,0,,,M,,M,0,,,,16,,32,
-78.88,43.92,OSHAWA,6155875,2015-06-27,2015,06,27,,18.9,,13.1,,16,,2,,0,,,M,,M,36,,,,10,,61,
-78.88,43.92,OSHAWA,6155875,2015-06-28,2015,06,28,,17,,12.5,E,14.8,E,3.2,E,0,E,,M,,M,8.1,E,,,,M,,
-78.88,43.92,OSHAWA,6155875,2015-06-29,2015,06,29,,22.9,,12.7,,17.8,,0.2,,0,,,M,,M,0,,,,20,,35,
-78.88,43.92,OSHAWA,6155875,2015-06-30,2015,06,30,,20,,11.8,,15.9,,2.1,,0,,,M,,M,0.3,,,,6,,33,
-78.88,43.92,OSHAWA,6155875,2015-07-01,2015,07,01,,22.3,,13.6,,18,,0,,0,,,M,,M,0,,,,30,,48,
-78.88,43.92,OSHAWA,6155875,2015-07-02,2015,07,02,,21.9,,11.5,,16.7,,1.3,,0,,,M,,M,0,,,,32,,44,
-78.88,43.92,OSHAWA,6155875,2015-07-03,2015,07,03,,22.5,,11.5,,17,,1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-04,2015,07,04,,23.9,,9.3,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-05,2015,07,05,,25.9,,12.5,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-06,2015,07,06,,26,,14.5,,20.3,,0,,2.3,,,M,,M,0,,,,10,,32,
-78.88,43.92,OSHAWA,6155875,2015-07-07,2015,07,07,,26.6,,15.9,,21.3,,0,,3.3,,,M,,M,7.3,,,,35,,39,
-78.88,43.92,OSHAWA,6155875,2015-07-08,2015,07,08,,21.8,,12.2,,17,,1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-09,2015,07,09,,22.9,,12.4,,17.7,,0.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-10,2015,07,10,,25.5,,14,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-11,2015,07,11,,26.9,,13.2,,20.1,,0,,2.1,,,M,,M,0,,,,21,,32,
-78.88,43.92,OSHAWA,6155875,2015-07-12,2015,07,12,,27.1,,15.1,,21.1,,0,,3.1,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-13,2015,07,13,,27.7,,14.5,,21.1,,0,,3.1,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-14,2015,07,14,,24.6,,14.4,,19.5,,0,,1.5,,,M,,M,3.8,,,,1,,54,
-78.88,43.92,OSHAWA,6155875,2015-07-15,2015,07,15,,22.4,,11.5,,17,,1,,0,,,M,,M,0,,,,3,,39,
-78.88,43.92,OSHAWA,6155875,2015-07-16,2015,07,16,,21.9,,11.1,,16.5,,1.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-17,2015,07,17,,18.5,,13.4,,16,,2,,0,,,M,,M,4.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-18,2015,07,18,,27.9,,16.5,,22.2,,0,,4.2,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-19,2015,07,19,,29.8,,18.3,,24.1,,0,,6.1,,,M,,M,0.3,,,,23,,50,
-78.88,43.92,OSHAWA,6155875,2015-07-20,2015,07,20,,27.3,,13.8,,20.6,,0,,2.6,,,M,,M,0,,,,21,,43,
-78.88,43.92,OSHAWA,6155875,2015-07-21,2015,07,21,,24.9,,15.9,,20.4,,0,,2.4,,,M,,M,0.5,,,,30,,52,
-78.88,43.92,OSHAWA,6155875,2015-07-22,2015,07,22,,25.1,,13.1,,19.1,,0,,1.1,,,M,,M,0,,,,30,,44,
-78.88,43.92,OSHAWA,6155875,2015-07-23,2015,07,23,,26,,9.3,,17.7,,0.3,,0,,,M,,M,0,,,,33,,35,
-78.88,43.92,OSHAWA,6155875,2015-07-24,2015,07,24,,27.8,,11.7,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-25,2015,07,25,,26.9,,17.7,,22.3,,0,,4.3,,,M,,M,8.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-26,2015,07,26,,28.5,,15.8,,22.2,,0,,4.2,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-27,2015,07,27,,29.6,,15.9,,22.8,,0,,4.8,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-28,2015,07,28,,30.3,,17.1,,23.7,,0,,5.7,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-29,2015,07,29,,31.2,,17.4,,24.3,,0,,6.3,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-07-30,2015,07,30,,30.3,,18.5,,24.4,,0,,6.4,,,M,,M,0,,,,26,,48,
-78.88,43.92,OSHAWA,6155875,2015-07-31,2015,07,31,,27.8,,15.3,,21.6,,0,,3.6,,,M,,M,0.8,,,,31,,52,
-78.88,43.92,OSHAWA,6155875,2015-08-01,2015,08,01,,24.6,,14.3,,19.5,,0,,1.5,,,M,,M,4.5,,,,20,,35,
-78.88,43.92,OSHAWA,6155875,2015-08-02,2015,08,02,,27.3,,12.9,,20.1,,0,,2.1,,,M,,M,28.4,,,,31,,89,
-78.88,43.92,OSHAWA,6155875,2015-08-03,2015,08,03,,26.3,,14.5,,20.4,,0,,2.4,,,M,,M,1.5,,,,27,,41,
-78.88,43.92,OSHAWA,6155875,2015-08-04,2015,08,04,,23.1,,14.6,,18.9,,0,,0.9,,,M,,M,5.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-05,2015,08,05,,22.9,,12.1,,17.5,,0.5,,0,,,M,,M,0,,,,33,,37,
-78.88,43.92,OSHAWA,6155875,2015-08-06,2015,08,06,,23.5,,10.1,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-07,2015,08,07,,23.9,,13.2,,18.6,,0,,0.6,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-08,2015,08,08,,22.6,,12.4,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-09,2015,08,09,,24.5,,12,,18.3,,0,,0.3,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-10,2015,08,10,,24,,12,,18,,0,,0,,,M,,M,26.7,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-11,2015,08,11,,25.7,,17.5,,21.6,,0,,3.6,,,M,,M,0.3,,,,31,,43,
-78.88,43.92,OSHAWA,6155875,2015-08-12,2015,08,12,,23.3,,12.4,,17.9,,0.1,,0,,,M,,M,0,,,,33,,41,
-78.88,43.92,OSHAWA,6155875,2015-08-13,2015,08,13,,24.5,,11,,17.8,,0.2,,0,,,M,,M,0,,,,21,,37,
-78.88,43.92,OSHAWA,6155875,2015-08-14,2015,08,14,,24.4,,16.9,,20.7,,0,,2.7,,,M,,M,3.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-15,2015,08,15,,27.1,,15.6,,21.4,,0,,3.4,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-16,2015,08,16,,28.9,,16.1,,22.5,,0,,4.5,,,M,,M,0,,,,27,,33,
-78.88,43.92,OSHAWA,6155875,2015-08-17,2015,08,17,,30.1,,17.9,,24,,0,,6,,,M,,M,0,,,,19,,35,
-78.88,43.92,OSHAWA,6155875,2015-08-18,2015,08,18,,26.9,,18.5,,22.7,,0,,4.7,,,M,,M,0,,,,23,,35,
-78.88,43.92,OSHAWA,6155875,2015-08-19,2015,08,19,,27.9,,19.6,,23.8,,0,,5.8,,,M,,M,0,,,,21,,43,
-78.88,43.92,OSHAWA,6155875,2015-08-20,2015,08,20,,24.8,,16.4,,20.6,,0,,2.6,,,M,,M,7.8,,,,23,,44,
-78.88,43.92,OSHAWA,6155875,2015-08-21,2015,08,21,,22.6,,12,,17.3,,0.7,,0,,,M,,M,0,,,,29,,41,
-78.88,43.92,OSHAWA,6155875,2015-08-22,2015,08,22,,23,,9.8,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-23,2015,08,23,,24.1,,11.2,,17.7,,0.3,,0,,,M,,M,0,,,,10,,39,
-78.88,43.92,OSHAWA,6155875,2015-08-24,2015,08,24,,23.1,,14.7,,18.9,,0,,0.9,,,M,,M,0.3,,,,21,,43,
-78.88,43.92,OSHAWA,6155875,2015-08-25,2015,08,25,,20.2,,14.7,,17.5,,0.5,,0,,,M,,M,0,,,,10,,89,
-78.88,43.92,OSHAWA,6155875,2015-08-26,2015,08,26,,19.9,,14.4,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-27,2015,08,27,,19.7,,10.1,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-28,2015,08,28,,21.8,,8.2,,15,,3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-29,2015,08,29,,23,,11.6,,17.3,,0.7,,0,,,M,,M,0,,,,6,,52,
-78.88,43.92,OSHAWA,6155875,2015-08-30,2015,08,30,,25.4,,16,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-08-31,2015,08,31,,27.4,,15.3,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-01,2015,09,01,,26.7,,16.1,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-02,2015,09,02,,29.4,,16.3,,22.9,,0,,4.9,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-03,2015,09,03,,29.3,,20.6,,25,,0,,7,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-04,2015,09,04,,27.1,,17.4,,22.3,,0,,4.3,,,M,,M,0,,,,9,,39,
-78.88,43.92,OSHAWA,6155875,2015-09-05,2015,09,05,,28.8,,17.9,,23.4,,0,,5.4,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-06,2015,09,06,,29,,18.1,,23.6,,0,,5.6,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-07,2015,09,07,,31.6,,17.4,,24.5,,0,,6.5,,,M,,M,0.3,,,,22,,46,
-78.88,43.92,OSHAWA,6155875,2015-09-08,2015,09,08,,27.9,,21.7,,24.8,,0,,6.8,,,M,,M,2,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-09,2015,09,09,,24.2,,13.9,,19.1,,0,,1.1,,,M,,M,5,,,,30,,33,
-78.88,43.92,OSHAWA,6155875,2015-09-10,2015,09,10,,23.5,,10.8,,17.2,,0.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-11,2015,09,11,,23.8,,10.8,,17.3,,0.7,,0,,,M,,M,3.5,,,,32,,32,
-78.88,43.92,OSHAWA,6155875,2015-09-12,2015,09,12,,15.1,,10.5,,12.8,,5.2,,0,,,M,,M,25.3,,,,36,,43,
-78.88,43.92,OSHAWA,6155875,2015-09-13,2015,09,13,,13.3,,10.1,,11.7,,6.3,,0,,,M,,M,13.3,,,,36,,43,
-78.88,43.92,OSHAWA,6155875,2015-09-14,2015,09,14,,23.7,,6.1,,14.9,,3.1,,0,,,M,,M,0,,,,26,,37,
-78.88,43.92,OSHAWA,6155875,2015-09-15,2015,09,15,,25.5,,8.2,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-16,2015,09,16,,26.5,,12,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-17,2015,09,17,,26.8,,12.4,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-18,2015,09,18,,24.6,,12.4,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-19,2015,09,19,,23.5,,9.6,,16.6,,1.4,,0,,,M,,M,5,,,,21,,57,
-78.88,43.92,OSHAWA,6155875,2015-09-20,2015,09,20,,17.8,,8,,12.9,,5.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-21,2015,09,21,,20,,7.6,,13.8,,4.2,,0,,,M,,M,0,,,,11,,37,
-78.88,43.92,OSHAWA,6155875,2015-09-22,2015,09,22,,20.6,,8.9,,14.8,,3.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-09-23,2015,09,23,,23.1,,8.9,,16,,2,,0,,,M,,M,0,,,,,,<31,
